city,location,value,unit,country,coordinates,timestamp
Kanpur,Kanpur_Central,49.1,µg/m³,IN,"{'latitude': 28.70053245103157, 'longitude': 77.17096751396042}",2025-10-24 01:30:50.877925
Nagpur,Nagpur_Central,52.3,µg/m³,IN,"{'latitude': 28.598179353385795, 'longitude': 77.2648728741457}",2025-10-24 01:30:50.877925
Indore,Indore_Central,92.2,µg/m³,IN,"{'latitude': 28.581139817123734, 'longitude': 77.20753631692669}",2025-10-24 01:30:50.877925
Bhopal,Bhopal_Central,27.3,µg/m³,IN,"{'latitude': 28.54845398364969, 'longitude': 77.14064637321722}",2025-10-24 01:30:50.877925
Patna,Patna_Central,88.5,µg/m³,IN,"{'latitude': 28.524955797300635, 'longitude': 77.29070476554878}",2025-10-24 01:30:50.877925
Vadodara,Vadodara_Central,68.2,µg/m³,IN,"{'latitude': 28.671521978381264, 'longitude': 77.31708624668401}",2025-10-24 01:30:50.877925
Ludhiana,Ludhiana_Central,132.5,µg/m³,IN,"{'latitude': 28.642655003567395, 'longitude': 77.18695766612196}",2025-10-24 01:30:50.877925
Agra,Agra_Central,165.7,µg/m³,IN,"{'latitude': 28.749850007590375, 'longitude': 77.3506049897835}",2025-10-24 01:30:50.877925
Nashik,Nashik_Central,55.4,µg/m³,IN,"{'latitude': 28.546039386941093, 'longitude': 77.47322613969422}",2025-10-24 01:30:50.877925
Faridabad,Faridabad_Central,61.8,µg/m³,IN,"{'latitude': 28.637426683627883, 'longitude': 77.30493933243199}",2025-10-24 01:30:50.877925
Delhi,Delhi_Central,77.9,µg/m³,IN,"{'latitude': 28.616882896716156, 'longitude': 77.20643462938233}",2025-10-24 02:30:50.877925
Mumbai,Mumbai_Central,81.8,µg/m³,IN,"{'latitude': 28.487297500393787, 'longitude': 77.11068029526083}",2025-10-24 02:30:50.877925
Kolkata,Kolkata_Central,75.2,µg/m³,IN,"{'latitude': 28.71498748230376, 'longitude': 77.1965864044577}",2025-10-24 02:30:50.877925
Chennai,Chennai_Central,46.9,µg/m³,IN,"{'latitude': 28.63267666928131, 'longitude': 77.2188110322256}",2025-10-24 02:30:50.877925
Bangalore,Bangalore_Central,26.0,µg/m³,IN,"{'latitude': 28.598015445218675, 'longitude': 77.25130928987353}",2025-10-24 02:30:50.877925
Hyderabad,Hyderabad_Central,48.3,µg/m³,IN,"{'latitude': 28.74874910218689, 'longitude': 77.21829459897677}",2025-10-24 02:30:50.877925
Pune,Pune_Central,58.5,µg/m³,IN,"{'latitude': 28.452811630304875, 'longitude': 77.17796480111123}",2025-10-24 02:30:50.877925
Ahmedabad,Ahmedabad_Central,102.5,µg/m³,IN,"{'latitude': 28.73824436290773, 'longitude': 77.16837797464196}",2025-10-24 02:30:50.877925
Jaipur,Jaipur_Central,82.4,µg/m³,IN,"{'latitude': 28.797021062617, 'longitude': 77.47959879126034}",2025-10-24 02:30:50.877925
Lucknow,Lucknow_Central,83.8,µg/m³,IN,"{'latitude': 28.561016657759293, 'longitude': 77.12256968656018}",2025-10-24 02:30:50.877925
Kanpur,Kanpur_Central,215.9,µg/m³,IN,"{'latitude': 28.78772894406323, 'longitude': 77.06141355844406}",2025-10-24 02:30:50.877925
Nagpur,Nagpur_Central,28.5,µg/m³,IN,"{'latitude': 28.641531269563117, 'longitude': 77.12631546159894}",2025-10-24 02:30:50.877925
Indore,Indore_Central,58.8,µg/m³,IN,"{'latitude': 28.551437698579353, 'longitude': 77.28968682484386}",2025-10-24 02:30:50.877925
Bhopal,Bhopal_Central,57.8,µg/m³,IN,"{'latitude': 28.58023357439144, 'longitude': 77.28296334400416}",2025-10-24 02:30:50.877925
Patna,Patna_Central,103.3,µg/m³,IN,"{'latitude': 28.578951241768568, 'longitude': 77.12574495230345}",2025-10-24 02:30:50.877925
Vadodara,Vadodara_Central,77.5,µg/m³,IN,"{'latitude': 28.598048386990456, 'longitude': 77.3723799500136}",2025-10-24 02:30:50.877925
Agra,Agra_Central,70.1,µg/m³,IN,"{'latitude': 28.744576190415582, 'longitude': 77.18362630060832}",2025-10-24 02:30:50.877925
Faridabad,Faridabad_Central,180.6,µg/m³,IN,"{'latitude': 28.78221796499546, 'longitude': 77.34592722027}",2025-10-24 02:30:50.877925
Delhi,Delhi_Central,84.4,µg/m³,IN,"{'latitude': 28.736528075730625, 'longitude': 77.32460568652283}",2025-10-24 03:30:50.877925
Mumbai,Mumbai_Central,54.7,µg/m³,IN,"{'latitude': 28.681731040309945, 'longitude': 77.09915271857179}",2025-10-24 03:30:50.877925
Kolkata,Kolkata_Central,60.4,µg/m³,IN,"{'latitude': 28.55465816039465, 'longitude': 77.181647554443}",2025-10-24 03:30:50.877925
Chennai,Chennai_Central,54.2,µg/m³,IN,"{'latitude': 28.677338591299183, 'longitude': 77.1110967258274}",2025-10-24 03:30:50.877925
Bangalore,Bangalore_Central,56.2,µg/m³,IN,"{'latitude': 28.783536101384023, 'longitude': 77.39555321602194}",2025-10-24 03:30:50.877925
Hyderabad,Hyderabad_Central,101.7,µg/m³,IN,"{'latitude': 28.680093100383818, 'longitude': 77.24643824039968}",2025-10-24 03:30:50.877925
Ahmedabad,Ahmedabad_Central,128.7,µg/m³,IN,"{'latitude': 28.67874135901603, 'longitude': 77.30480630959151}",2025-10-24 03:30:50.877925
Jaipur,Jaipur_Central,79.1,µg/m³,IN,"{'latitude': 28.642137058255656, 'longitude': 77.32167443296456}",2025-10-24 03:30:50.877925
Lucknow,Lucknow_Central,150.8,µg/m³,IN,"{'latitude': 28.69385061978924, 'longitude': 77.26336846496837}",2025-10-24 03:30:50.877925
Nagpur,Nagpur_Central,66.5,µg/m³,IN,"{'latitude': 28.575998781442586, 'longitude': 76.95725141871348}",2025-10-24 03:30:50.877925
Indore,Indore_Central,54.7,µg/m³,IN,"{'latitude': 28.550228907393606, 'longitude': 77.21881059248153}",2025-10-24 03:30:50.877925
Bhopal,Bhopal_Central,57.7,µg/m³,IN,"{'latitude': 28.596863355947594, 'longitude': 77.1715330602752}",2025-10-24 03:30:50.877925
Patna,Patna_Central,146.0,µg/m³,IN,"{'latitude': 28.561008757421245, 'longitude': 77.15330712997137}",2025-10-24 03:30:50.877925
Vadodara,Vadodara_Central,81.4,µg/m³,IN,"{'latitude': 28.412941348122967, 'longitude': 77.26739861581845}",2025-10-24 03:30:50.877925
Ludhiana,Ludhiana_Central,99.9,µg/m³,IN,"{'latitude': 28.51522783857869, 'longitude': 77.31145173063092}",2025-10-24 03:30:50.877925
Agra,Agra_Central,86.7,µg/m³,IN,"{'latitude': 28.746576374009, 'longitude': 77.22090629372327}",2025-10-24 03:30:50.877925
Nashik,Nashik_Central,47.1,µg/m³,IN,"{'latitude': 28.457059672753655, 'longitude': 77.14979535713894}",2025-10-24 03:30:50.877925
Faridabad,Faridabad_Central,154.0,µg/m³,IN,"{'latitude': 28.357423607891686, 'longitude': 77.18004321403288}",2025-10-24 03:30:50.877925
Delhi,Delhi_Central,167.5,µg/m³,IN,"{'latitude': 28.74654358460418, 'longitude': 77.18142879710815}",2025-10-24 04:30:50.877925
Mumbai,Mumbai_Central,41.4,µg/m³,IN,"{'latitude': 28.73799875103749, 'longitude': 77.19620165624468}",2025-10-24 04:30:50.877925
Kolkata,Kolkata_Central,35.4,µg/m³,IN,"{'latitude': 28.61083920635607, 'longitude': 77.23504822751629}",2025-10-24 04:30:50.877925
Chennai,Chennai_Central,42.4,µg/m³,IN,"{'latitude': 28.470862361224203, 'longitude': 77.05805424817089}",2025-10-24 04:30:50.877925
Bangalore,Bangalore_Central,64.9,µg/m³,IN,"{'latitude': 28.687093591510287, 'longitude': 77.42298847721719}",2025-10-24 04:30:50.877925
Hyderabad,Hyderabad_Central,33.8,µg/m³,IN,"{'latitude': 28.741766095807037, 'longitude': 77.1544740199231}",2025-10-24 04:30:50.877925
Pune,Pune_Central,55.4,µg/m³,IN,"{'latitude': 28.581085854910956, 'longitude': 77.24531857956721}",2025-10-24 04:30:50.877925
Ahmedabad,Ahmedabad_Central,85.0,µg/m³,IN,"{'latitude': 28.55712326729268, 'longitude': 77.12354355046624}",2025-10-24 04:30:50.877925
Jaipur,Jaipur_Central,122.1,µg/m³,IN,"{'latitude': 28.619325358437603, 'longitude': 77.19116650686925}",2025-10-24 04:30:50.877925
Lucknow,Lucknow_Central,90.3,µg/m³,IN,"{'latitude': 28.626116907999876, 'longitude': 77.18215389500818}",2025-10-24 04:30:50.877925
Kanpur,Kanpur_Central,59.6,µg/m³,IN,"{'latitude': 28.43813247646778, 'longitude': 77.25371419261317}",2025-10-24 04:30:50.877925
Nagpur,Nagpur_Central,61.8,µg/m³,IN,"{'latitude': 28.65530511005107, 'longitude': 77.10369050252933}",2025-10-24 04:30:50.877925
Indore,Indore_Central,74.4,µg/m³,IN,"{'latitude': 28.60058793041712, 'longitude': 77.22224552439987}",2025-10-24 04:30:50.877925
Bhopal,Bhopal_Central,53.5,µg/m³,IN,"{'latitude': 28.615530568070067, 'longitude': 77.17598274220899}",2025-10-24 04:30:50.877925
Vadodara,Vadodara_Central,67.6,µg/m³,IN,"{'latitude': 28.591463442013982, 'longitude': 77.22556013455618}",2025-10-24 04:30:50.877925
Ludhiana,Ludhiana_Central,121.7,µg/m³,IN,"{'latitude': 28.509131200332614, 'longitude': 77.27716327600542}",2025-10-24 04:30:50.877925
Agra,Agra_Central,93.0,µg/m³,IN,"{'latitude': 28.709825242528694, 'longitude': 77.381561940257}",2025-10-24 04:30:50.877925
Nashik,Nashik_Central,83.7,µg/m³,IN,"{'latitude': 28.673106698768184, 'longitude': 77.19417579025988}",2025-10-24 04:30:50.877925
Faridabad,Faridabad_Central,74.5,µg/m³,IN,"{'latitude': 28.48602614997387, 'longitude': 77.26605394424809}",2025-10-24 04:30:50.877925
Delhi,Delhi_Central,10.0,µg/m³,IN,"{'latitude': 28.709188340464717, 'longitude': 77.17889475563985}",2025-10-24 05:30:50.877925
Mumbai,Mumbai_Central,103.0,µg/m³,IN,"{'latitude': 28.687769257867835, 'longitude': 77.17254915239191}",2025-10-24 05:30:50.877925
Kolkata,Kolkata_Central,56.2,µg/m³,IN,"{'latitude': 28.654200814735738, 'longitude': 77.20607833540753}",2025-10-24 05:30:50.877925
Chennai,Chennai_Central,53.4,µg/m³,IN,"{'latitude': 28.722290645574006, 'longitude': 77.15834659411655}",2025-10-24 05:30:50.877925
Bangalore,Bangalore_Central,33.8,µg/m³,IN,"{'latitude': 28.498244953212094, 'longitude': 77.22083797307177}",2025-10-24 05:30:50.877925
Hyderabad,Hyderabad_Central,47.3,µg/m³,IN,"{'latitude': 28.752913803507994, 'longitude': 77.28243511661886}",2025-10-24 05:30:50.877925
Pune,Pune_Central,68.8,µg/m³,IN,"{'latitude': 28.649573336872862, 'longitude': 77.05725989285109}",2025-10-24 05:30:50.877925
Ahmedabad,Ahmedabad_Central,73.1,µg/m³,IN,"{'latitude': 28.775970375300147, 'longitude': 77.16322158127538}",2025-10-24 05:30:50.877925
Jaipur,Jaipur_Central,64.3,µg/m³,IN,"{'latitude': 28.479358044350352, 'longitude': 77.24566481874803}",2025-10-24 05:30:50.877925
Lucknow,Lucknow_Central,25.7,µg/m³,IN,"{'latitude': 28.582105573163087, 'longitude': 77.267964328282}",2025-10-24 05:30:50.877925
Kanpur,Kanpur_Central,53.0,µg/m³,IN,"{'latitude': 28.627809247154524, 'longitude': 77.02023103030902}",2025-10-24 05:30:50.877925
Nagpur,Nagpur_Central,49.7,µg/m³,IN,"{'latitude': 28.570981928810173, 'longitude': 77.01603001086569}",2025-10-24 05:30:50.877925
Indore,Indore_Central,39.7,µg/m³,IN,"{'latitude': 28.45217979003764, 'longitude': 77.0892156654851}",2025-10-24 05:30:50.877925
Bhopal,Bhopal_Central,54.5,µg/m³,IN,"{'latitude': 28.634264587167856, 'longitude': 77.3506005253101}",2025-10-24 05:30:50.877925
Patna,Patna_Central,101.2,µg/m³,IN,"{'latitude': 28.601857588234743, 'longitude': 77.14413959020712}",2025-10-24 05:30:50.877925
Vadodara,Vadodara_Central,87.5,µg/m³,IN,"{'latitude': 28.71864952324492, 'longitude': 77.07362863466433}",2025-10-24 05:30:50.877925
Ludhiana,Ludhiana_Central,81.8,µg/m³,IN,"{'latitude': 28.473518993362628, 'longitude': 76.96975978189089}",2025-10-24 05:30:50.877925
Agra,Agra_Central,103.2,µg/m³,IN,"{'latitude': 28.645172768405644, 'longitude': 77.19303355421974}",2025-10-24 05:30:50.877925
Nashik,Nashik_Central,53.3,µg/m³,IN,"{'latitude': 28.65330229299273, 'longitude': 77.17314049845015}",2025-10-24 05:30:50.877925
Faridabad,Faridabad_Central,69.4,µg/m³,IN,"{'latitude': 28.53288515923144, 'longitude': 77.26813735905074}",2025-10-24 05:30:50.877925
Delhi,Delhi_Central,186.2,µg/m³,IN,"{'latitude': 28.543352419753067, 'longitude': 77.02352299720708}",2025-10-24 06:30:50.877925
Mumbai,Mumbai_Central,67.8,µg/m³,IN,"{'latitude': 28.480749883250315, 'longitude': 77.32839474120131}",2025-10-24 06:30:50.877925
Kolkata,Kolkata_Central,72.8,µg/m³,IN,"{'latitude': 28.72206954141269, 'longitude': 77.13733179885118}",2025-10-24 06:30:50.877925
Chennai,Chennai_Central,52.0,µg/m³,IN,"{'latitude': 28.489402733285402, 'longitude': 77.32954188146361}",2025-10-24 06:30:50.877925
Bangalore,Bangalore_Central,56.7,µg/m³,IN,"{'latitude': 28.721931812115326, 'longitude': 77.14768287114565}",2025-10-24 06:30:50.877925
Hyderabad,Hyderabad_Central,58.8,µg/m³,IN,"{'latitude': 28.67688064799788, 'longitude': 77.07815486337014}",2025-10-24 06:30:50.877925
Pune,Pune_Central,49.9,µg/m³,IN,"{'latitude': 28.65527338334275, 'longitude': 77.25776473758684}",2025-10-24 06:30:50.877925
Ahmedabad,Ahmedabad_Central,45.5,µg/m³,IN,"{'latitude': 28.629059485325485, 'longitude': 77.19710743701081}",2025-10-24 06:30:50.877925
Jaipur,Jaipur_Central,117.8,µg/m³,IN,"{'latitude': 28.505818873173173, 'longitude': 77.24172949300718}",2025-10-24 06:30:50.877925
Lucknow,Lucknow_Central,153.0,µg/m³,IN,"{'latitude': 28.643960751330347, 'longitude': 77.13848756573523}",2025-10-24 06:30:50.877925
Kanpur,Kanpur_Central,138.3,µg/m³,IN,"{'latitude': 28.59171660397793, 'longitude': 77.28364543165263}",2025-10-24 06:30:50.877925
Nagpur,Nagpur_Central,57.3,µg/m³,IN,"{'latitude': 28.805569905075355, 'longitude': 77.25111252630415}",2025-10-24 06:30:50.877925
Indore,Indore_Central,38.5,µg/m³,IN,"{'latitude': 28.741670773922998, 'longitude': 77.33807432382734}",2025-10-24 06:30:50.877925
Bhopal,Bhopal_Central,35.9,µg/m³,IN,"{'latitude': 28.588039558856963, 'longitude': 77.28968313047646}",2025-10-24 06:30:50.877925
Patna,Patna_Central,178.8,µg/m³,IN,"{'latitude': 28.587726310132133, 'longitude': 77.18973628984311}",2025-10-24 06:30:50.877925
Vadodara,Vadodara_Central,92.2,µg/m³,IN,"{'latitude': 28.717019965462846, 'longitude': 77.26763991229652}",2025-10-24 06:30:50.877925
Ludhiana,Ludhiana_Central,105.0,µg/m³,IN,"{'latitude': 28.641221486019827, 'longitude': 77.27207940427145}",2025-10-24 06:30:50.877925
Agra,Agra_Central,41.2,µg/m³,IN,"{'latitude': 28.656437772763145, 'longitude': 77.14964965571845}",2025-10-24 06:30:50.877925
Nashik,Nashik_Central,42.7,µg/m³,IN,"{'latitude': 28.68935918141194, 'longitude': 77.11353336429464}",2025-10-24 06:30:50.877925
Faridabad,Faridabad_Central,120.4,µg/m³,IN,"{'latitude': 28.5610793598269, 'longitude': 77.3946825692645}",2025-10-24 06:30:50.877925
Delhi,Delhi_Central,132.4,µg/m³,IN,"{'latitude': 28.628505706366713, 'longitude': 77.06638830348388}",2025-10-24 07:30:50.877925
Mumbai,Mumbai_Central,105.4,µg/m³,IN,"{'latitude': 28.614541508386097, 'longitude': 77.25408106610969}",2025-10-24 07:30:50.877925
Kolkata,Kolkata_Central,54.1,µg/m³,IN,"{'latitude': 28.567322252448978, 'longitude': 77.22492488171706}",2025-10-24 07:30:50.877925
Chennai,Chennai_Central,69.2,µg/m³,IN,"{'latitude': 28.636340632312947, 'longitude': 77.07995083214769}",2025-10-24 07:30:50.877925
Bangalore,Bangalore_Central,63.2,µg/m³,IN,"{'latitude': 28.485006973902927, 'longitude': 77.06614363499726}",2025-10-24 07:30:50.877925
Hyderabad,Hyderabad_Central,95.0,µg/m³,IN,"{'latitude': 28.52746264051798, 'longitude': 77.26447144819286}",2025-10-24 07:30:50.877925
Pune,Pune_Central,50.5,µg/m³,IN,"{'latitude': 28.600772960445845, 'longitude': 77.33202855174217}",2025-10-24 07:30:50.877925
Ahmedabad,Ahmedabad_Central,10.0,µg/m³,IN,"{'latitude': 28.609634132565862, 'longitude': 77.42999769620488}",2025-10-24 07:30:50.877925
Jaipur,Jaipur_Central,75.1,µg/m³,IN,"{'latitude': 28.666088263429593, 'longitude': 76.96817630216123}",2025-10-24 07:30:50.877925
Lucknow,Lucknow_Central,108.2,µg/m³,IN,"{'latitude': 28.641617480612226, 'longitude': 77.32634446207247}",2025-10-24 07:30:50.877925
Kanpur,Kanpur_Central,95.3,µg/m³,IN,"{'latitude': 28.542881047584544, 'longitude': 77.06468507718098}",2025-10-24 07:30:50.877925
Nagpur,Nagpur_Central,118.2,µg/m³,IN,"{'latitude': 28.577785553878734, 'longitude': 77.15005870903049}",2025-10-24 07:30:50.877925
Indore,Indore_Central,80.2,µg/m³,IN,"{'latitude': 28.56031328434993, 'longitude': 77.24414394058863}",2025-10-24 07:30:50.877925
Bhopal,Bhopal_Central,44.2,µg/m³,IN,"{'latitude': 28.552181349709524, 'longitude': 77.22577226087323}",2025-10-24 07:30:50.877925
Patna,Patna_Central,118.3,µg/m³,IN,"{'latitude': 28.694438868877253, 'longitude': 77.2972737117826}",2025-10-24 07:30:50.877925
Vadodara,Vadodara_Central,102.2,µg/m³,IN,"{'latitude': 28.591983403739178, 'longitude': 77.35621773703299}",2025-10-24 07:30:50.877925
Ludhiana,Ludhiana_Central,158.6,µg/m³,IN,"{'latitude': 28.722452035237783, 'longitude': 77.31542663305858}",2025-10-24 07:30:50.877925
Agra,Agra_Central,154.1,µg/m³,IN,"{'latitude': 28.80660628237132, 'longitude': 77.27998968716213}",2025-10-24 07:30:50.877925
Nashik,Nashik_Central,79.8,µg/m³,IN,"{'latitude': 28.394085058371356, 'longitude': 77.20010035053828}",2025-10-24 07:30:50.877925
Faridabad,Faridabad_Central,159.1,µg/m³,IN,"{'latitude': 28.688549249041248, 'longitude': 77.34215329243115}",2025-10-24 07:30:50.877925
Delhi,Delhi_Central,127.2,µg/m³,IN,"{'latitude': 28.549122254335252, 'longitude': 77.23209186923641}",2025-10-24 08:30:50.877925
Mumbai,Mumbai_Central,107.5,µg/m³,IN,"{'latitude': 28.60410961554968, 'longitude': 77.2703441290579}",2025-10-24 08:30:50.877925
Chennai,Chennai_Central,83.5,µg/m³,IN,"{'latitude': 28.69676812869486, 'longitude': 77.31164164350464}",2025-10-24 08:30:50.877925
Bangalore,Bangalore_Central,58.2,µg/m³,IN,"{'latitude': 28.60751972613115, 'longitude': 77.21244699135752}",2025-10-24 08:30:50.877925
Hyderabad,Hyderabad_Central,71.6,µg/m³,IN,"{'latitude': 28.651541477273966, 'longitude': 77.32274557168421}",2025-10-24 08:30:50.877925
Pune,Pune_Central,84.7,µg/m³,IN,"{'latitude': 28.643879488644043, 'longitude': 77.34603196491096}",2025-10-24 08:30:50.877925
Ahmedabad,Ahmedabad_Central,127.7,µg/m³,IN,"{'latitude': 28.374741749582842, 'longitude': 77.22006210822586}",2025-10-24 08:30:50.877925
Jaipur,Jaipur_Central,101.4,µg/m³,IN,"{'latitude': 28.630933027184593, 'longitude': 77.04270034427833}",2025-10-24 08:30:50.877925
Lucknow,Lucknow_Central,130.8,µg/m³,IN,"{'latitude': 28.394840698918223, 'longitude': 77.29024170946488}",2025-10-24 08:30:50.877925
Kanpur,Kanpur_Central,149.3,µg/m³,IN,"{'latitude': 28.679434813188763, 'longitude': 77.23419369931192}",2025-10-24 08:30:50.877925
Nagpur,Nagpur_Central,102.0,µg/m³,IN,"{'latitude': 28.616342490544035, 'longitude': 77.16903562352573}",2025-10-24 08:30:50.877925
Indore,Indore_Central,82.3,µg/m³,IN,"{'latitude': 28.789055301455033, 'longitude': 77.09138217270124}",2025-10-24 08:30:50.877925
Bhopal,Bhopal_Central,22.7,µg/m³,IN,"{'latitude': 28.562965469689306, 'longitude': 77.25190110464254}",2025-10-24 08:30:50.877925
Patna,Patna_Central,153.3,µg/m³,IN,"{'latitude': 28.616073436590288, 'longitude': 77.28193527726789}",2025-10-24 08:30:50.877925
Ludhiana,Ludhiana_Central,118.5,µg/m³,IN,"{'latitude': 28.575925888196274, 'longitude': 77.32544511810596}",2025-10-24 08:30:50.877925
Agra,Agra_Central,86.2,µg/m³,IN,"{'latitude': 28.69592826777726, 'longitude': 77.30666813280378}",2025-10-24 08:30:50.877925
Nashik,Nashik_Central,30.7,µg/m³,IN,"{'latitude': 28.68949724617007, 'longitude': 77.21868368127714}",2025-10-24 08:30:50.877925
Faridabad,Faridabad_Central,134.2,µg/m³,IN,"{'latitude': 28.57589587700848, 'longitude': 77.31657766561378}",2025-10-24 08:30:50.877925
Delhi,Delhi_Central,164.4,µg/m³,IN,"{'latitude': 28.49454404917369, 'longitude': 77.147956215521}",2025-10-24 09:30:50.877925
Mumbai,Mumbai_Central,139.3,µg/m³,IN,"{'latitude': 28.567203125206426, 'longitude': 77.227135276024}",2025-10-24 09:30:50.877925
Kolkata,Kolkata_Central,113.8,µg/m³,IN,"{'latitude': 28.706660047687485, 'longitude': 77.23247782325886}",2025-10-24 09:30:50.877925
Chennai,Chennai_Central,89.6,µg/m³,IN,"{'latitude': 28.54130900673049, 'longitude': 77.17643664523334}",2025-10-24 09:30:50.877925
Bangalore,Bangalore_Central,60.2,µg/m³,IN,"{'latitude': 28.645819796823012, 'longitude': 77.20232764107705}",2025-10-24 09:30:50.877925
Hyderabad,Hyderabad_Central,118.4,µg/m³,IN,"{'latitude': 28.641501126074992, 'longitude': 77.17949017462809}",2025-10-24 09:30:50.877925
Pune,Pune_Central,74.0,µg/m³,IN,"{'latitude': 28.626900012387466, 'longitude': 77.29954635327745}",2025-10-24 09:30:50.877925
Jaipur,Jaipur_Central,99.9,µg/m³,IN,"{'latitude': 28.580606204494774, 'longitude': 77.23395027012602}",2025-10-24 09:30:50.877925
Lucknow,Lucknow_Central,179.2,µg/m³,IN,"{'latitude': 28.627678132681822, 'longitude': 77.15018106102052}",2025-10-24 09:30:50.877925
Kanpur,Kanpur_Central,112.9,µg/m³,IN,"{'latitude': 28.5736956643334, 'longitude': 77.31231335768734}",2025-10-24 09:30:50.877925
Nagpur,Nagpur_Central,58.6,µg/m³,IN,"{'latitude': 28.577515089475607, 'longitude': 77.09591534546279}",2025-10-24 09:30:50.877925
Indore,Indore_Central,133.5,µg/m³,IN,"{'latitude': 28.5266882182348, 'longitude': 77.14793546297226}",2025-10-24 09:30:50.877925
Bhopal,Bhopal_Central,47.5,µg/m³,IN,"{'latitude': 28.588076100182146, 'longitude': 76.99211300367124}",2025-10-24 09:30:50.877925
Patna,Patna_Central,170.8,µg/m³,IN,"{'latitude': 28.644718967367037, 'longitude': 77.07686650950703}",2025-10-24 09:30:50.877925
Vadodara,Vadodara_Central,68.9,µg/m³,IN,"{'latitude': 28.487413096115286, 'longitude': 77.2216372972822}",2025-10-24 09:30:50.877925
Ludhiana,Ludhiana_Central,100.2,µg/m³,IN,"{'latitude': 28.621795323846946, 'longitude': 77.28432550900962}",2025-10-24 09:30:50.877925
Agra,Agra_Central,90.7,µg/m³,IN,"{'latitude': 28.69525473638126, 'longitude': 77.14079593717447}",2025-10-24 09:30:50.877925
Nashik,Nashik_Central,70.6,µg/m³,IN,"{'latitude': 28.746801427851064, 'longitude': 77.18984388692576}",2025-10-24 09:30:50.877925
Faridabad,Faridabad_Central,135.5,µg/m³,IN,"{'latitude': 28.562165633292622, 'longitude': 77.28277881097569}",2025-10-24 09:30:50.877925
Delhi,Delhi_Central,132.2,µg/m³,IN,"{'latitude': 28.573698563019892, 'longitude': 77.19735476484179}",2025-10-24 10:30:50.877925
Mumbai,Mumbai_Central,36.2,µg/m³,IN,"{'latitude': 28.627683056482805, 'longitude': 77.22512425447167}",2025-10-24 10:30:50.877925
Kolkata,Kolkata_Central,49.3,µg/m³,IN,"{'latitude': 28.688290856605636, 'longitude': 77.28756366402013}",2025-10-24 10:30:50.877925
Chennai,Chennai_Central,44.4,µg/m³,IN,"{'latitude': 28.71315031300519, 'longitude': 77.12630690117884}",2025-10-24 10:30:50.877925
Bangalore,Bangalore_Central,44.9,µg/m³,IN,"{'latitude': 28.693371113727036, 'longitude': 77.29056564464045}",2025-10-24 10:30:50.877925
Hyderabad,Hyderabad_Central,63.7,µg/m³,IN,"{'latitude': 28.617130607363507, 'longitude': 77.12970360116097}",2025-10-24 10:30:50.877925
Pune,Pune_Central,49.7,µg/m³,IN,"{'latitude': 28.54531496082354, 'longitude': 77.14821872115547}",2025-10-24 10:30:50.877925
Ahmedabad,Ahmedabad_Central,76.0,µg/m³,IN,"{'latitude': 28.481648102485483, 'longitude': 77.2320161395976}",2025-10-24 10:30:50.877925
Jaipur,Jaipur_Central,112.4,µg/m³,IN,"{'latitude': 28.807410270257094, 'longitude': 77.04216479695003}",2025-10-24 10:30:50.877925
Lucknow,Lucknow_Central,87.4,µg/m³,IN,"{'latitude': 28.53714218987293, 'longitude': 77.28027186727894}",2025-10-24 10:30:50.877925
Kanpur,Kanpur_Central,144.9,µg/m³,IN,"{'latitude': 28.495081485583228, 'longitude': 77.34624337891036}",2025-10-24 10:30:50.877925
Nagpur,Nagpur_Central,21.9,µg/m³,IN,"{'latitude': 28.40503013622647, 'longitude': 77.1774704281799}",2025-10-24 10:30:50.877925
Indore,Indore_Central,86.9,µg/m³,IN,"{'latitude': 28.757274565183046, 'longitude': 77.47378535328734}",2025-10-24 10:30:50.877925
Bhopal,Bhopal_Central,43.2,µg/m³,IN,"{'latitude': 28.728624242131637, 'longitude': 77.20443766816054}",2025-10-24 10:30:50.877925
Patna,Patna_Central,121.3,µg/m³,IN,"{'latitude': 28.67997240606664, 'longitude': 77.41843949834929}",2025-10-24 10:30:50.877925
Vadodara,Vadodara_Central,24.3,µg/m³,IN,"{'latitude': 28.517098482457396, 'longitude': 77.07543619977662}",2025-10-24 10:30:50.877925
Ludhiana,Ludhiana_Central,127.5,µg/m³,IN,"{'latitude': 28.54133673562847, 'longitude': 77.13384026686596}",2025-10-24 10:30:50.877925
Agra,Agra_Central,122.1,µg/m³,IN,"{'latitude': 28.53071776989024, 'longitude': 77.11348601265085}",2025-10-24 10:30:50.877925
Nashik,Nashik_Central,35.3,µg/m³,IN,"{'latitude': 28.58618649135145, 'longitude': 77.26426766606437}",2025-10-24 10:30:50.877925
Faridabad,Faridabad_Central,23.2,µg/m³,IN,"{'latitude': 28.63887327292942, 'longitude': 77.29788774719322}",2025-10-24 10:30:50.877925
Delhi,Delhi_Central,76.2,µg/m³,IN,"{'latitude': 28.66342864877196, 'longitude': 77.05104966531383}",2025-10-24 11:30:50.877925
Mumbai,Mumbai_Central,64.7,µg/m³,IN,"{'latitude': 28.462785840041, 'longitude': 77.03971789610628}",2025-10-24 11:30:50.877925
Kolkata,Kolkata_Central,55.7,µg/m³,IN,"{'latitude': 28.399242296370467, 'longitude': 77.09561759886843}",2025-10-24 11:30:50.877925
